status_id,code,text,is_quote,is_retweet,quoted_text,retweet_text
ID_1236884537520599040,NA,"One of the greatest days in Terps history! Two championships on the same day! It's a great day to be a Terp! #OneMaryland 

https://t.co/l4KnV1HV4Z",TRUE,TRUE,"NOTHING BUT NETS!!

For the first time ever, @TerrapinHoops and @umdwbb win titles on the same day! https://t.co/4xKrAFt6SY","One of the greatest days in Terps history! Two championships on the same day! It's a great day to be a Terp! #OneMaryland 

https://t.co/l4KnV1HV4Z"
ID_1237445568705622017,NA,"🏆 @TerrapinHoops, @MSU_Basketball &amp; @BadgerMBB all added to their trophy cases over the weekend!

See who has the most regular season titles in @bigten history 👇 https://t.co/PHt3iG0dsu",FALSE,TRUE,NA,"🏆 @TerrapinHoops, @MSU_Basketball &amp; @BadgerMBB all added to their trophy cases over the weekend!

See who has the most regular season titles in @bigten history 👇 https://t.co/PHt3iG0dsu"
ID_1233962929478828032,NA,@tblamb2you2 @WhenIDrinkAlone @marchmadness @KUHoops @BaylorMBB @ZagMBB @DaytonFlyers @Aztec_MBB @DukeMBB @FSUHoops @BluejayMBB @TerrapinHoops @LouisvilleMBB I’m not a sdsu fan but you sound dumb calling them out like that,FALSE,FALSE,NA,NA
ID_1233957790626041856,NA,"Alex,,,we are sorry https://t.co/nIwSas57f6",TRUE,TRUE,Maryland football vs. Maryland basketball https://t.co/STQfpoyrMO,"Alex,,,we are sorry https://t.co/nIwSas57f6"
ID_1238279496005976066,NA,Mark Turgeon will be on ESPN with SVP at 10:30 tonight.,FALSE,TRUE,NA,Mark Turgeon will be on ESPN with SVP at 10:30 tonight.
ID_1238316388336513024,NA,"Maryland men’s basketball head coach Mark Turgeon joins @notthefakeSVP to discuss the abrupt end of the season.

The one silver lining the Terps can take from a heartbreaking day is that they spent their last moments on the court together cutting down nets as champions. (1/2) https://t.co/ei0MTENqOt",FALSE,TRUE,NA,"Maryland men’s basketball head coach Mark Turgeon joins @notthefakeSVP to discuss the abrupt end of the season.

The one silver lining the Terps can take from a heartbreaking day is that they spent their last moments on the court together cutting down nets as champions. (1/2) https://t.co/ei0MTENqOt"
ID_1236769118663184384,NA,"Maryland men’s: Big Ten champs

Maryland women’s: Big Ten champs

Big Ten basketball is different in College Park",FALSE,TRUE,NA,"Maryland men’s: Big Ten champs

Maryland women’s: Big Ten champs

Big Ten basketball is different in College Park"
ID_1233940516238249984,NA,@TerrapinHoops I’m sorry but what is going on,FALSE,FALSE,NA,NA
ID_1233922524242726913,NA,No. 9 Maryland men's basketball vs No. 24 Michigan State is officially underway.,FALSE,TRUE,NA,No. 9 Maryland men's basketball vs No. 24 Michigan State is officially underway.
ID_1238484373411745792,NA,@freaknroller @Ayush_Diseye @TerrapinHoops @CoachTurgeon @notthefakeSVP @DanielDerio_ Why is the trophy in Wisconsin?,FALSE,FALSE,NA,NA
ID_1236717269213949953,NA,Dude is a special player that's perfect for modern basketball. His decision is going to change the trajectory of college basketball next season.,TRUE,TRUE,"Source: Harvard grad transfer Seth Towns is considering Kansas, Virginia, Syracuse, Ohio State, Michigan, and Maryland. Immediately eligible for next season.",Dude is a special player that's perfect for modern basketball. His decision is going to change the trajectory of college basketball next season.
ID_1235652553578139649,NA,"Men's college basketball players with 50+ blocks, 15+ 3-pointers, 35% 3-point shooting and 55% 2-point shooting:

- Iowa's Luka Garza*
- Maryland's Jalen Smith*
- Virginia's Jay Huff

*Were named to the list of 10 semifinalists for the Naismith POTY award today",FALSE,TRUE,NA,"Men's college basketball players with 50+ blocks, 15+ 3-pointers, 35% 3-point shooting and 55% 2-point shooting:

- Iowa's Luka Garza*
- Maryland's Jalen Smith*
- Virginia's Jay Huff

*Were named to the list of 10 semifinalists for the Naismith POTY award today"
ID_1233939900938031106,NA,#Spartans start the 2nd half on a 9-4 run to take a 49-33 lead.  #Terps call TO with 17:15 to go.,FALSE,FALSE,NA,NA
ID_1236712619651878913,NA,Please finish this. #Terps,FALSE,FALSE,NA,NA
ID_1233898303084826625,NA,No doubt ⁦@TerrapinHoops⁩ is ready for ⁦@CollegeGameDay⁩ https://t.co/Fj2uXbm5X9,FALSE,TRUE,NA,No doubt ⁦@TerrapinHoops⁩ is ready for ⁦@CollegeGameDay⁩ https://t.co/Fj2uXbm5X9
ID_1238138004667056137,NA,"Statement from Mark Turgeon: ""I understand and respect the conference's decision to cancel this year's Big Ten tournament. The health and safety of our student-athletes and entire program is paramount. This is an unprecedented situation that is much bigger than basketball. ...",FALSE,TRUE,NA,"Statement from Mark Turgeon: ""I understand and respect the conference's decision to cancel this year's Big Ten tournament. The health and safety of our student-athletes and entire program is paramount. This is an unprecedented situation that is much bigger than basketball. ..."
ID_1238215979534028805,NA,"Thanks for everything, @AnthonyCowanJr. I’m a Gonzaga  grad, never pulled for a St John’s guy as much as you! Best of luck!@SJCAthletics @GonzagaGoodNews @TerrapinHoops #FearTheTurtle 🐢🏀💥",FALSE,FALSE,NA,NA
ID_1238438302224539648,NA,"Thank You, Terp Nation https://t.co/13gSYdNc6K",FALSE,TRUE,NA,"Thank You, Terp Nation https://t.co/13gSYdNc6K"
ID_1233956220924497923,NA,Crabcakes and.....what?,TRUE,FALSE,Maryland football vs. Maryland basketball https://t.co/STQfpoyrMO,NA
ID_1233923195142578177,NA,@agehring91 is there anything more Maryland basketball than having game day ranked number 9 at home in prone time and going down 14-2,FALSE,FALSE,NA,NA
ID_1237408141408698368,NA,"My breakdown of @TerpsFootball running back (my rb5) Anthony McFarland on the @GoingFor_2 War Room

#NFLDraft #NFL
#NFLCombine #NFLTwitter
#draftpack #NFLDraftNews #Terps
#maryland

https://t.co/EnIrffxzMS",FALSE,TRUE,NA,"My breakdown of @TerpsFootball running back (my rb5) Anthony McFarland on the @GoingFor_2 War Room

#NFLDraft #NFL
#NFLCombine #NFLTwitter
#draftpack #NFLDraftNews #Terps
#maryland

https://t.co/EnIrffxzMS"
ID_1233914244158148608,NA,"About 20 minutes ahead of Maryland’s first College Gamday in over a decade. They’ll be looking to sweep the season series against the Spartans.

Here’s my preview for @WMUCSports:

https://t.co/w8q0Cv2ZLd",FALSE,TRUE,NA,"About 20 minutes ahead of Maryland’s first College Gamday in over a decade. They’ll be looking to sweep the season series against the Spartans.

Here’s my preview for @WMUCSports:

https://t.co/w8q0Cv2ZLd"
ID_1238436797207773186,NA,@TerrapinHoops Awesome team! @Aaron_Wiggins_ Congrats on a great season!,FALSE,FALSE,NA,NA
ID_1236781096311894016,NA,@principalskinn7 @marchmadness @umterps @TerrapinHoops You were saying,FALSE,FALSE,NA,NA
ID_1238501599695208448,NA,#happyfridaythe13th #fridaythe13th #rap #hiphop #lasvegashiphop #lasvegaslife  #medicalmarijuana #lasvegascannabiscommunity #pothead #pot #weed #trees #ganja #lsd #mdma #mushrooms #dmt #thc #thca #terpenes #terps… https://t.co/aaMkyNSDyH,FALSE,FALSE,NA,NA
ID_1235594260906459136,NA,@marchmadness @NaismithTrophy @KUHoops @DukeMBB @Aztec_MBB @IowaHoops @MarquetteMBB @SetonHallMBB @OregonMBB @TerrapinHoops @DaytonFlyers Garza all the way https://t.co/IjOdEg7KS2,FALSE,FALSE,NA,NA
ID_1233884086953037824,NA,"#Illini commit Adam Miller &amp; Morgan Park teammate Brandon Weston will be in Champaign tomorrow for Illinois-Indiana.

Miller is trying to get the top-75 forward to follow the path to Illinois. Big visit for Underwood &amp; Co.  

https://t.co/L6RXkQobfj",FALSE,TRUE,NA,"#Illini commit Adam Miller &amp; Morgan Park teammate Brandon Weston will be in Champaign tomorrow for Illinois-Indiana.

Miller is trying to get the top-75 forward to follow the path to Illinois. Big visit for Underwood &amp; Co.  

https://t.co/L6RXkQobfj"
ID_1236731889366568960,NA,"WE GOT A TROPHY BITCHEZZZ
What a way to close out my time at UMD! So immensely proud of the work that these guys have put in to capture this title. On to the NCAA’s!! #Terps",TRUE,FALSE,RAISE IT UP!! 🏆 https://t.co/FLNR8aJ34h,NA
ID_1236810369198444550,NA,Local RB @r_h3mby visited the hometown #Terps this weekend and has Maryland trending after the trip. He discusses: https://t.co/xOolxTphsE,FALSE,FALSE,NA,NA
ID_1236722644327772160,NA,"An all-time @TerrapinHoops great. Thank you, @AnthonyCowanJr.
https://t.co/IvGf6tFDIC",FALSE,FALSE,NA,NA
ID_1236912680985903104,NA,#FearTheTurtle #FTT 🐢 #B1G #B1GMBBall 🏀 #ScholarAthleteVenture https://t.co/hhK6dErloI,TRUE,FALSE,"Answer to a future trivia question: @CoachTurgeon, the first coach to lead @TerrapinHoops to a B1G title. https://t.co/lE9QTdb9Si",NA
ID_1233977898853453825,NA,Great job today :),TRUE,FALSE,"Recaps 4-1 
NCAA Basketball 2-1 
Duke vs Uva Under 124.5  ✅✅
Dep vs But  Over 135 ❌❌
MSU vs MD Over 138  ✅✅
NBA  2-0 
Bkn vs Mia Over 218  ✅✅
Hou vs Bos under 232  ✅✅✅
#overnundergirl #gambler #handicapper #gambling #NBA #NCAAB  #sportsbettor https://t.co/1azLWRdXtO",NA
ID_1236719583517650951,NA,YOUR MARYLAND TERRAPINS ARE BIG TEN BASKETBALL CHAMPIONS,FALSE,TRUE,NA,YOUR MARYLAND TERRAPINS ARE BIG TEN BASKETBALL CHAMPIONS
ID_1233955425072173056,NA,https://t.co/2EighbCe9Z,TRUE,TRUE,Terps by a million. Let’s go.,https://t.co/2EighbCe9Z
ID_1238277719323901952,NA,the ONE year in recent times that Maryland basketball had a chance to win it all and it gets taken away from us by a pandemic virus you haVE GoT tO Be KidDiNG mE,FALSE,FALSE,NA,NA
ID_1236750236980297729,NA,@TerrapinHoops Congrats cuz... one hell of career!,FALSE,FALSE,NA,NA
ID_1238220415891394568,NA,@TerrapinHoops Loved this team so sad it’s over,FALSE,FALSE,NA,NA
ID_1233962230422568961,NA,@TerrapinHoops https://t.co/MDR83iWr7W,FALSE,FALSE,NA,NA
ID_1236812583367323649,NA,A huge win for the Terps today and what an honor to raise up this trophy at home!! Congrats @TerrapinHoops! Proud to be part of #ONEMaryland! Get ready to dance Terps 🐢🎉,TRUE,TRUE,RAISE IT UP!! 🏆 https://t.co/FLNR8aJ34h,A huge win for the Terps today and what an honor to raise up this trophy at home!! Congrats @TerrapinHoops! Proud to be part of #ONEMaryland! Get ready to dance Terps 🐢🎉
ID_1233942488462786561,NA,@svhill11 @youngnastyaka @TerrapinHoops Honestly. They always end up playing one half and it’s brutal,FALSE,FALSE,NA,NA
ID_1236695033337831431,NA,"#GamblingTwitter #MarchMadness #Terps #wolverines #ncaa #parlays 

Like i said.. soon as you join you are@making money.. subscriber joins Thursday and goes 18-5 first 3 days.. doubles his unit values https://t.co/eqt8y6pj1t",FALSE,TRUE,NA,"#GamblingTwitter #MarchMadness #Terps #wolverines #ncaa #parlays 

Like i said.. soon as you join you are@making money.. subscriber joins Thursday and goes 18-5 first 3 days.. doubles his unit values https://t.co/eqt8y6pj1t"
ID_1236093313003991047,NA,"🚨 BUBBA BLAST 🚨

His sixth hit of the day ties the school record and leaves the ballpark 🤯

B8 | #Terps 14, Bulldogs 3

#DirtyTerps https://t.co/dYLshg4Rxu",FALSE,TRUE,NA,"🚨 BUBBA BLAST 🚨

His sixth hit of the day ties the school record and leaves the ballpark 🤯

B8 | #Terps 14, Bulldogs 3

#DirtyTerps https://t.co/dYLshg4Rxu"
ID_1236084880750137344,NA,Plumber’s Joint with some juicypapers to get the weekend started 😁  #hemp #hempflower #organic #cbd #cbdflower  #cannabis #cannabiscommunity #bud #cbdbud #happybudzhemp  #terpenes #terps  #artofrolling #joints… https://t.co/ybJRwQ8hCx,FALSE,FALSE,NA,NA
ID_1236741720139800577,NA,"""This is what it's all about!""

Raise that trophy @TerrapinHoops! 🏆 https://t.co/CjKEfG4RXx",FALSE,TRUE,NA,"""This is what it's all about!""

Raise that trophy @TerrapinHoops! 🏆 https://t.co/CjKEfG4RXx"
ID_1236702049766703104,NA,@theleahray @LibertyMBB_ @TerrapinHoops @MWarnerTV If we get a 13 seed I am writing the committee lol,FALSE,FALSE,NA,NA
ID_1233935607744749568,NA,@ILuvKaraoke @TerrapinHoops There is an article in the Washington Post breaking down each of our comebacks this season that have given us ulcers.. haha its a good read. so stressful every game,FALSE,FALSE,NA,NA
ID_1236784286646272000,NA,Anthony Cowan Jr. and Mark Turgeon butted heads all the way to a Big Ten title https://t.co/aIa7cYuYBG,FALSE,FALSE,NA,NA
ID_1236853122212990977,NA,Doesn’t matter the gender. Maryland runs Big Ten Basketball,TRUE,TRUE,"YOUR BIG TEN TOURNAMENT CHAMPS!!!

🏆🏆🏆🏆

#UnitedPursuit https://t.co/AEFJqiq2TQ",Doesn’t matter the gender. Maryland runs Big Ten Basketball
ID_1238202703773184001,NA,ONCE AGAIN ANOTHER EARLY EXIT FROM MARK TURGEON IN THE NCAA TOURNAMENT SMH,FALSE,TRUE,NA,ONCE AGAIN ANOTHER EARLY EXIT FROM MARK TURGEON IN THE NCAA TOURNAMENT SMH
ID_1236788966667542537,NA,B1G shoutout to @PKaFairy for spending his 50th wedding anniversary at Xfinity Center with the Maryland basketball team🤩🤩 https://t.co/grW5uBJyTp,FALSE,FALSE,NA,NA
ID_1236680625924562951,NA,Maryland vs Michigan Basketball Live Streaming Video 08-Mar - USA - NCAAB https://t.co/bkWmj4GQRz https://t.co/90xhdn7ito,FALSE,FALSE,NA,NA
ID_1236775723534290950,NA,Congrats to TITANS Basketball for making the FINAL FOUR! Headed to U of MD. Defeated Liberty Hogh School #BCPS #MPSSAA #TITANS #SUPPORT #MOREWORK2DO https://t.co/gssq081Vm2,FALSE,TRUE,NA,Congrats to TITANS Basketball for making the FINAL FOUR! Headed to U of MD. Defeated Liberty Hogh School #BCPS #MPSSAA #TITANS #SUPPORT #MOREWORK2DO https://t.co/gssq081Vm2
ID_1233941032838074369,NA,I’d be fine with firing Turgeon right now. This team is embarrassing. I’d be shocked if they make it to the second week or the tourney. What a complete joke. #terps,FALSE,FALSE,NA,NA
ID_1236731024509468677,NA,"Maryland coach Mark Turgeon earns a $50,000 for earning at least a share of the Big Ten regular season title.

Maryland's assistant coaches each receive a $7,500 bonus.",FALSE,TRUE,NA,"Maryland coach Mark Turgeon earns a $50,000 for earning at least a share of the Big Ten regular season title.

Maryland's assistant coaches each receive a $7,500 bonus."
ID_1236750439409950723,NA,Maryland basketball just keeps winning this Sunday,TRUE,FALSE,Jake Layman went up and caught a body on Derrick Favors 💀 https://t.co/Pa2VQXb3aC,NA
ID_1235795699146596352,NA,"Johns Hopkins will host its NCAA Division III 1st and 2nd round games in an empty arena, after recent coronavirus cases in Maryland. @NBC12 

https://t.co/gA8cJ6qpvb",FALSE,TRUE,NA,"Johns Hopkins will host its NCAA Division III 1st and 2nd round games in an empty arena, after recent coronavirus cases in Maryland. @NBC12 

https://t.co/gA8cJ6qpvb"
ID_1233971176080277506,NA,@CoachNegative @CoachTurgeon @team980 @TerrapinHoops He needs to be fired https://t.co/9JEVW2BXkS,FALSE,FALSE,NA,NA
ID_1236720100516003840,NA,"Terrapins going to Atlanta, again! #Terps #BigDancing #Truss",FALSE,FALSE,NA,NA
ID_1233918864368504832,NA,It feels like the entirety of the hospitality staff in CP was woefully under prepared for the shit show that is this game. #terps,FALSE,FALSE,NA,NA
ID_1238492183256338432,NA,The Big Ten Conference is walking back their initial cancellation of all spring sports through the academic year. Now suspended until April 6 and will  re-evaluate then. Statement: #Terps @WMAR2News https://t.co/vw02r2W4am,FALSE,TRUE,NA,The Big Ten Conference is walking back their initial cancellation of all spring sports through the academic year. Now suspended until April 6 and will  re-evaluate then. Statement: #Terps @WMAR2News https://t.co/vw02r2W4am
ID_1238152780096901122,NA,@JerseyTerp @jtLOL Lol yeah. Ps - go Terps!,FALSE,FALSE,NA,NA
ID_1236732366959280130,NA,Congrats to the Big 10 Regular Season Champions @TerrapinHoops &amp; Bowie native Anthony Cowan Jr.! I look forward to watching you go all the way in the Conference &amp; NCAA Tournaments. #FearTheTurtle,TRUE,FALSE,🐢 BIG TEN CHAMPIONS 🐢 https://t.co/emZ20oudWf,NA
ID_1238218238074458112,NA,BREAKING: The Big Ten Conference men's basketball tournament has been cancelled. The #Terps were the No. 3 seed. I would be shocked if the NCAA Tournament is still played. @WMAR2News,FALSE,TRUE,NA,BREAKING: The Big Ten Conference men's basketball tournament has been cancelled. The #Terps were the No. 3 seed. I would be shocked if the NCAA Tournament is still played. @WMAR2News
ID_1236719924153856004,NA,@BetsJonny @marchmadness @umterps @TerrapinHoops Who frickin cares about wisconsin,FALSE,FALSE,NA,NA
ID_1235588942038261762,NA,"@marchmadness @NaismithTrophy @KUHoops @DukeMBB @Aztec_MBB @IowaHoops @MarquetteMBB @SetonHallMBB @OregonMBB @TerrapinHoops @DaytonFlyers Toppin, Garza, or Powell will win it.",FALSE,FALSE,NA,NA
ID_1236751748603183106,NA,"A little birdie told me Chase Young was at the #Terps game today, first title of many he’s gonna see in DC??? #Redskins",FALSE,TRUE,NA,"A little birdie told me Chase Young was at the #Terps game today, first title of many he’s gonna see in DC??? #Redskins"
ID_1238296041780322305,NA,"Thank You, Terp Nation https://t.co/13gSYdNc6K",FALSE,TRUE,NA,"Thank You, Terp Nation https://t.co/13gSYdNc6K"
ID_1233953162010251266,NA,@DaceyTed @benjholler @TerrapinHoops I’d think that if we were 29-0 you’d still not be satisfied.,FALSE,FALSE,NA,NA
ID_1236796642562437126,NA,@CoachTurgeon @TerrapinHoops Great win. Keeps those kids hungry and focused. We have a real shot at making a run in the tourney,FALSE,FALSE,NA,NA
ID_1237368548185509889,NA,"My breakdown of @TerpsFootball running back (my rb5) Anthony McFarland on the @GoingFor_2 War Room

#NFLDraft #NFL
#NFLCombine #NFLTwitter
#draftpack #NFLDraftNews #Terps
#maryland

https://t.co/EnIrffxzMS",FALSE,TRUE,NA,"My breakdown of @TerpsFootball running back (my rb5) Anthony McFarland on the @GoingFor_2 War Room

#NFLDraft #NFL
#NFLCombine #NFLTwitter
#draftpack #NFLDraftNews #Terps
#maryland

https://t.co/EnIrffxzMS"
ID_1236883885264437250,NA,Mark Turgeon: “Anthony came back to hang a banner. He gets to hang a banner.”,FALSE,TRUE,NA,Mark Turgeon: “Anthony came back to hang a banner. He gets to hang a banner.”
ID_1236835169610403840,NA,YOUR MARYLAND TERRAPINS ARE BIG TEN BASKETBALL CHAMPIONS,FALSE,TRUE,NA,YOUR MARYLAND TERRAPINS ARE BIG TEN BASKETBALL CHAMPIONS
ID_1236724682717626373,NA,@BetsJonny @FousekMichael @marchmadness @umterps @TerrapinHoops Talk to us when you’ve won a post WWII national championship you cheese eating clowns. Maryland is the last big ten team to win the tournament. You should be honored we graced this league with our presence.,FALSE,FALSE,NA,NA
ID_1233889783501508608,NA,"#Illini commit Adam Miller &amp; Morgan Park teammate Brandon Weston will be in Champaign tomorrow for Illinois-Indiana.

Miller is trying to get the top-75 forward to follow the path to Illinois. Big visit for Underwood &amp; Co.  

https://t.co/L6RXkQobfj",FALSE,TRUE,NA,"#Illini commit Adam Miller &amp; Morgan Park teammate Brandon Weston will be in Champaign tomorrow for Illinois-Indiana.

Miller is trying to get the top-75 forward to follow the path to Illinois. Big visit for Underwood &amp; Co.  

https://t.co/L6RXkQobfj"
ID_1233898642106388480,NA,Randy!!!!,TRUE,FALSE,"Maryland gets two runs back on a Randy Bednar double and a Tavan Shahidi RBI groundout

M8 | #Terps 3, Chants 6

#DirtyTerps https://t.co/vJ4Tqu0MHq",NA
ID_1233926152483463168,NA,Terps by a million. Let’s go.,FALSE,TRUE,NA,Terps by a million. Let’s go.
ID_1233942711780069376,NA,Maryland basketball 🏀. #Shame,FALSE,FALSE,NA,NA
ID_1236853452384460800,NA,"DeJulius shows progress in performance at Maryland

@abbyhsnyder's story from today in College Park: https://t.co/LvFot88b5q",FALSE,TRUE,NA,"DeJulius shows progress in performance at Maryland

@abbyhsnyder's story from today in College Park: https://t.co/LvFot88b5q"
ID_1236748508088107009,NA,"It took three games, but No. 9 Maryland men’s basketball has finally done it.

With a 83-70 win over No. 25 Michigan, the Terps have claimed a share of the Big Ten championship and finish the regular season with a 24-7 overall record. https://t.co/FuK7NYCoRb",FALSE,TRUE,NA,"It took three games, but No. 9 Maryland men’s basketball has finally done it.

With a 83-70 win over No. 25 Michigan, the Terps have claimed a share of the Big Ten championship and finish the regular season with a 24-7 overall record. https://t.co/FuK7NYCoRb"
ID_1236676150753181699,NA,"Seriously, what a huge heart! Thank you, Cowan! They have been so excited for this opportunity! It was so kind of you to share YOUR #SeniorDay with him. We are proud of you! Go, #Terps! #DreamComeTrue #AmazingAnthony 🏀 #ballislife but #KindnessCOWANts ❤️",TRUE,FALSE,When the nicest dude @AnthonyCowan on the planet let’s your son warm up on #SeniorDay for his 13th b’day. @TerrapinHoops @umterps @abgerman https://t.co/DZudcDGhZM,NA
ID_1236751866165370880,NA,"Watch Anthony Cowan, Eric Ayala and Aaron Wiggins react following the #Terps' win over Michigan to claim a share of B1G title: https://t.co/5blYSpKu3H",FALSE,FALSE,NA,NA
ID_1236678848827117569,NA,@TerrapinHoops @AnthonyCowanJr 🔥🔥🔥,FALSE,FALSE,NA,NA
ID_1236683123196407815,NA,Maryland vs Michigan Basketball TV Live Streaming 08-Mar - USA - NCAAB https://t.co/s9qByxfWAv https://t.co/vDYGLc26Hz,FALSE,FALSE,NA,NA
ID_1233958523865878530,NA,@ryan_pickle13 @benjholler @TerrapinHoops College game day doesn’t show up every game. This team let the fan see down tonight. Period.,FALSE,FALSE,NA,NA
ID_1236786774925627393,NA,@TerrapinHoops @CoachTurgeon https://t.co/I6Hws57Gh5,FALSE,FALSE,NA,NA
ID_1235600564018442246,NA,@Jack_Otweets in honor of Liz Warren herself i would like Brenda Frese to coach the Maryland Men’s Basketball team,FALSE,FALSE,NA,NA
ID_1235634361057206272,NA,@marchmadness @Hoophall @BYUbasketball @yochilds22 @DaytonFlyers @ZagMBB @KillianTillie @JalenSmith2000 @TerrapinHoops @HailStateMBK @_R1bang_ Lamar Stevens snubbed,FALSE,FALSE,NA,NA
ID_1236883200892440576,NA,"“Anthony came back to hang a banner. He gets to hang a banner,"" coach Mark Turgeon said.

https://t.co/Plf3NStJgp",FALSE,TRUE,NA,"“Anthony came back to hang a banner. He gets to hang a banner,"" coach Mark Turgeon said.

https://t.co/Plf3NStJgp"
ID_1238200663957520389,NA,Can’t wait to tell my kids the #Terps didn’t lose a single game in the postseason.,TRUE,FALSE,NCAA cancels remaining winter and spring championships:  https://t.co/p4vCzvzmvo https://t.co/yqAHak4HO5,NA
ID_1238296395720929280,NA,"Thank You, Terp Nation https://t.co/13gSYdNc6K",FALSE,TRUE,NA,"Thank You, Terp Nation https://t.co/13gSYdNc6K"
ID_1238452680491765760,NA,@IndSportsCorp @BadgerMBB @IlliniMBB @MSU_Basketball @TerrapinHoops https://t.co/kIbSHULOia,FALSE,FALSE,NA,NA
ID_1233894718485884928,NA,"Which teams X-Factor players will have more of an impact on the @TerrapinHoops and @MSU_Basketball game?

Watts, Brown, Henry

OR

Morsell, Wiggins, Scott

@BustingBrackets previews tonight's B1G matchup. #Terps #GoGreen https://t.co/u6DatIvrjd",FALSE,FALSE,NA,NA
ID_1236759901420085248,NA,Mark Turgeon has won a regular season conference title more recently than Mike Krzyzewski,FALSE,TRUE,NA,Mark Turgeon has won a regular season conference title more recently than Mike Krzyzewski
ID_1233946971959939072,NA,#Terps trail 66-53 with 8:19 left in the game. Cassius Winston has 16 points to lead the Spartans. Tillman and Hall each have 14. Jalen Smith leads Maryland with 16.,FALSE,FALSE,NA,NA
ID_1233954918312108032,NA,@TerrapinHoops https://t.co/7qsWcfrGkw,FALSE,FALSE,NA,NA
ID_1233913850589741057,NA,Scott Van Pelt is a HUGE @TerrapinHoops fan! Great to catch up with him tonight! @notthefakeSVP https://t.co/38B5uCSdNH,FALSE,TRUE,NA,Scott Van Pelt is a HUGE @TerrapinHoops fan! Great to catch up with him tonight! @notthefakeSVP https://t.co/38B5uCSdNH
ID_1236706957756641280,NA,Michigan cuts Maryland's lead to five and Turgeon calls a timeout. Maryland's lead hasn't been this small since the 8:12 mark of the first half.,FALSE,FALSE,NA,NA
ID_1236797135095500800,NA,"BIG TEN CHAMPIONS 🐢

No. 9 Maryland clinches a share of its first Big Ten regular-season title with the win over No. 25 Michigan! #FearTheTurtle https://t.co/ZmbPtzipfi",FALSE,TRUE,NA,"BIG TEN CHAMPIONS 🐢

No. 9 Maryland clinches a share of its first Big Ten regular-season title with the win over No. 25 Michigan! #FearTheTurtle https://t.co/ZmbPtzipfi"
